OBJECTID,FOLIOID,BLDGNO,LASTMODIFIED,WHOMODIFIED,BuildingKey,BuildingNo,ImpCode,ImpCodeDesc,model,ModelDesc,LocationNo,LocationStreet,ApprDate,Appraiser,stories,bedrooms,bathrooms,ExtWall1,ExtWall2,RoofStruct,RoofCover,IntWall1,IntWall2,Floor1,Floor2,HeatType,HeatFuel,ACType,PctCond,Quality,BaseArea,ActualArea,EffectiveArea,ActualYearBuilt,EffectiveYearBuilt,FunctionalObs,EconomicObs,SpecialCondCode,SOH,StructuralIndex,DepreciationFactor,BaseRate,AdjBaseRate,NbhdRate,ReplacementCost,DepreciatedValue,OverrideValue,notes,createdDate,createdUser,ApprNum,ApprName,BathIndex,NbhdFactor,BuilderModel,DRApprDate,DRAppraiser,DRPhotoDate,SHAPE_Length,SHAPE_Area
35,10162082,1,3/19/2018 13:02,habermehls,81059,1,91,Church,8,Church/Theater/Auditorium,2704,ORANGE ST,7/28/2008 13:09,102,1,0,0,17,0,4,3,5,0,14,0,4,4,3,0,3,0,1810,1761,1975,1980,0,0,  ,N,1,0.6,135.8800049,135.88,61.15,107685,64611,0,CHURCH OF THE LIVING GOD  99 REVIEW KM N/C 04-99 UPDT KN SHED *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP DESKTP RVW 3/19/2018 HABERMEHLS,2/11/2019 14:30,HabermehlS,102,Albert Serio,0,0.45,0,3/19/2018,105 Susanne Habermehl,1/5/2018,186.0001223,1810.004995
36,10162094,1,6/21/2013 15:21,mayherp,81067,1,91,Church,8,Church/Theater/Auditorium,2754,ORANGE ST,6/15/2017 10:42,88,1,0,0,17,0,4,12,3,5,7,14,4,4,3,0,3,0,4353,4309,1925,1980,0,0,  ,N,1.11,0.6,135.8800049,150.83,67.87,292452,175471,0,MT OLIVE AME CHURCH BPMT 11144**SPLIT STRUCT  TO ADD CARD 2 4-1-99 CJK**  99 REVIEW KM WALL HT 12/14 RMS 15/3 SLAB DECK DEC BAS SPLIT BLDG PUT HALF ON CARD 2 04-99 UPDT KN CAN/FOP *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP,6/15/2017 14:28,fwheaphy,88,John Heaphy,0,0.45,0,6/21/2013,82 Pete Mayher,1/12/2013,319.9998874,4353.003113
37,10162094,2,6/21/2013 15:22,mayherp,81068,2,92,Educational/Religious,8,Church/Theater/Auditorium,2754,ORANGE ST,6/15/2017 10:42,88,1,0,0,17,0,4,12,5,0,14,0,4,4,3,0,3,0,5787,4674,1969,1980,0,0,  ,N,0.96,0.6,102.4000015,98.3,44.24,206778,124067,0,SPLIT STRUCT FROM CARD 1   ADDED PTO 4-1-99 CJK**  99 REVIEW KM SPLIT BECAUSE OF DIFF. HGHT & AGE 04-99 UPDT KN N/C *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP,6/15/2017 14:28,fwheaphy,88,John Heaphy,0,0.45,0,6/21/2013,82 Pete Mayher,1/12/2013,446.0000025,5787.004062
38,10162096,1,11/7/2017 16:26,hoskissonb,81070,1,43,Convenience Store,4,commercial,1936,PALM AVE,11/7/2017 11:59,88,1,0,0,15,0,1,4,4,1,11,0,4,4,3,0,2,0,2266,2154,1969,1980,0,0,  ,N,0.95,0.6,98.1200027,93.21,93.21,200774,120464,0,*PALM AVE GROC*  2000-97 UPDATE BB N/C 04-00 UPDT KN HVAC 0/1 PT FOP/CAN CHLK***CAN/FOP 2005**AV *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP,4/2/2018 14:12,GillilandR,88,John Heaphy,0,1,0,6/21/2013,82 Pete Mayher,1/12/2013,220.0001492,2266.002145
39,10162096,2,11/7/2017 16:26,hoskissonb,81071,2,72,Laundry/Laundromat,4,commercial,1938,PALM AVE,11/7/2017 11:59,88,1,0,0,15,0,1,4,4,0,5,0,1,1,1,0,2,0,1840,1679,1969,1980,0,0,  ,N,0.7,0.6,130.6499939,91.46,91.46,153561,92137,0,2000-97 UPDATE BB N/C 04-00 UPDT KN N/C *08 UPDATE AS WASH HOUSE IS CLOSED DOWN* DESKTP RVW 6/21/2013 MAYHERP,4/2/2018 14:12,GillilandR,88,John Heaphy,0,1,0,6/21/2013,82 Pete Mayher,1/12/2013,172.0001055,1839.999978
40,10162126,1,7/23/2015 9:14,hoskissonb,81092,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,2769,DR M L KING JR BLVD,12/21/2017 12:04,82,1,0,0,17,0,4,4,3,0,10,14,4,4,3,0,2,0,880,801,1967,1981,0,0,  ,N,1.25,0.6,109.3499985,136.69,88.85,71169,42701,0,SINGLE TENANT OFFICE/RETAIL*2017'SALE-OWNER HAS ADJACENT PROPERTIES ON BOTH SIDES(EFF YR FOR 2018'),12/21/2017 15:24,fwmayher,82,Pete Mayher,0,0.65,0,8/22/2014,105 Susanne Habermehl,2/14/2014,127.9900661,879.9028915
41,10162132,1,1/25/2016 16:51,hoskissonb,81095,1,84,Warehouse - CB/Brick,6,Warehouse/Industrial,2612,LEMON ST,4/15/2015 8:21,82,1,0,1,15,0,9,2,7,0,3,0,1,1,1,0,3,0,13977,13610,1966,1990,0,0,  ,N,1.05,0.62,53.6899986,56.37,31,421910,261584,0,*VACANT BLDG*  99 REVIEW BB IMP 82/84 DEC BAS + CLP CAN   UPDT KN WALL-HT 19/24 BLK TOP/PVM CAN/UOP CLP ULP DEL CLP 2005 AP=COND CEW *2005 SALE PM BAV/AV C/W 2/7 INC BAS ADD FOF & SPKLR* 2006 DEL AP CEW *09 UPDATE AS VACANT BLDG* DESKTP RVW 7/1/2014 HABERMEHLS*2015'SALE-SPKLR?-NO ACCESS-MULTI PARCEL SALE,1/1/2019 20:03,GillilandR,82,Pete Mayher,2,0.55,0,7/1/2014,105 Susanne Habermehl,2/14/2014,507.2810252,13977.94636
42,10162133,1,5/4/2017 16:45,hoskissonb,81096,1,84,Warehouse - CB/Brick,6,Warehouse/Industrial,2633,ANDERSON AV,12/21/2016 13:46,82,1,0,2,15,0,9,4,1,0,3,0,4,4,4,0,2,0,7235,8266,1923,1990,0,0,  ,N,1,0.62,53.6899986,53.69,29.53,244095,151339,0,*WAREHOUSE CONVERTED TO ART STUDIO/GALLERY* 2015'SALE BLDG VACANT,1/1/2019 20:03,GillilandR,82,Pete Mayher,3,0.55,0,,0 Unknown or uninspected,,366.7011614,7236.073367
43,10162134,1,3/19/2018 13:04,habermehls,81097,1,84,Warehouse - CB/Brick,6,Warehouse/Industrial,,2649-53 ANDERSON AVE,7/25/2008 0:00,102,1,0,2,15,0,10,4,1,0,3,0,1,1,1,0,3,0,10752,12202,1942,1979,0,0,  ,N,1.13,0.6,53.6899986,60.67,33.37,407181,244309,0,*OFFICE & MEDICAL RECORD STORAGE*  SURVEY 19 DELETE PD AAA MOVING & STORAGE RCS93WW 13238  2000-96 UPDATE MB N/C 2003-99 UPDATE PM PT OF BAS/FOF  SM FOF=FIREPROOF VAULT W/AC FOF=FINISHED A/C STORAGE AREA *08 UPDATE AS ADD SPKLR IN THE WHOLE BLDG NO PERMIT FOR SPKLR* DESKTP RVW 6/21/2013 MAYHERP DESKTP RVW 3/19/2018 HABERMEHLS,3/19/2018 13:04,HabermehlS,102,Albert Serio,3,0.55,0,3/19/2018,105 Susanne Habermehl,1/5/2018,489.8786457,10749.49166
44,10162142,1,3/19/2018 13:06,habermehls,81099,1,91,Church,8,Church/Theater/Auditorium,2668/72,LEMON ST,7/25/2008 0:00,102,1,0,0,16,0,4,12,1,0,9,0,4,4,3,0,2,0,2190,2127,1950,1979,0,0,  ,Y,0.98,0.6,135.8800049,133.16,59.92,127450,76470,0,RVEY RZ DELETE PD  **98-83 UPDATE HH NC*STP/FOP*  99-96 UPDATE MB SS/ALUM MIN/METAL CA MIN/BELOW AV MODEL 01/04 2001 N/C 04-92 UPDT KN AL/WFS HIP/TRUSS CHLK *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP DESKTP RVW 3/19/2018 HABERMEHLS,3/19/2018 13:06,HabermehlS,102,Albert Serio,0,0.45,0,3/19/2018,105 Susanne Habermehl,1/5/2018,217.9999651,2189.997262
45,10162142,2,3/19/2018 13:07,habermehls,81100,2,92,Educational/Religious,8,Church/Theater/Auditorium,2668/72,LEMON ST,7/25/2008 0:00,102,1,0,0,16,0,1,4,1,0,9,0,1,1,1,0,1,0,600,600,1950,1979,0,0,  ,Y,0.62,0.6,102.4000015,63.49,28.57,17142,10285,0,RVEY RZ DELETE PD  **98-83 UPDATE HH NC  99-96 UPDATE MB SS/WFS IMP 91/92 MODEL 01/04 04-99 UPDT KN N/C *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP DESKTP RVW 3/19/2018 HABERMEHLS,3/19/2018 13:07,HabermehlS,102,Albert Serio,0,0.45,0,3/19/2018,105 Susanne Habermehl,1/5/2018,100.0000001,600.0000013
46,10162144,1,3/19/2018 13:09,habermehls,81101,1,56,Restaurant,4,commercial,2675,DR M L KING JR BLVD,7/25/2008 14:47,102,1,0,0,17,0,4,4,1,0,5,0,3,4,2,0,1,0,1765,1356,1961,1979,0,0,  ,N,0.57,0.6,196.2200012,111.85,111.85,151669,91001,0,*WILLIE'S B-B-Q RIBS*  RCS98SL R/W TAKING  98-81 UPDATE PB ASB SHINGLE/CBS DELETE WOS FLAT/WT WAC WALL HT 12/10**9/15/99 RETRAV PER FIELD INSP**  2000 BPMT MB INC BAS USP DELETE CARD 2 BLDG GONE 2003-99 UPDATE PM IMP 35/56 BAV/MIN DOR 11/21 LAND USE 1100/2100 CHLK 4 *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP DESKTP RVW 3/19/2018 HABERMEHLS,4/2/2018 14:12,GillilandR,102,Albert Serio,0,1,0,3/19/2018,105 Susanne Habermehl,1/5/2018,172.0000001,1764.999363
47,10162165,1,3/19/2018 13:12,habermehls,81102,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,2524,first st,10/14/2008 0:00,102,2,0,0,4,0,8,3,6,8,14,0,4,4,3,0,3,0,5299,4420,1920,1980,0,0,  ,N,1.15,0.6,109.3499985,125.75,62.88,277930,166758,0,*VAB# 2008-0963*  *FRIED AND FRIED ATTORNEYS AT LAW*  86 REVIEW JP COMP/SS ROLL /ASPH PINE/CRPT FAIR/AVE DEL ECON OBS 98-86 UPDATE HH N/C 2000-97 UPDATE BB N/C 2002-00 UPDATE RA FHS/FUS *04 UPDT PM DOR 19/17 DEC FUS *06 UPDATE AS GAR F/FDG ADD PUMP HSE* CORRECT REASON CODE.....MGT OBSOLENCE REVIEW 5/2008.......MGT *08 VAB#2008-0963 AS N/C* DESKTP RVW 5/17/2013 MAYHERP DESKTP RVW 3/19/2018 HABERMEHLS,2/11/2019 14:31,HabermehlS,102,Albert Serio,0,0.5,0,3/19/2018,105 Susanne Habermehl,1/5/2018,351.9675252,4111.703846
48,10162169,1,7/23/2015 9:14,hoskissonb,81107,1,74,Health/Clubhouse,7,Apt/Hotel/Clubs,,WOODFORD STREET,5/5/2017 9:03,82,2,0,0,17,0,4,3,5,0,8,0,4,4,3,0,3,0,5344,5092,1960,1983,0,0,  ,N,0.93,0.6,115.5999985,107.51,96.76,492702,295621,0,*FLORIDA LABORATORY THEATER*2017'MULTI-PARCEL SALE-TENANT PURCHASED PROPPERTY,2/1/2019 15:59,fwmayher,82,Pete Mayher,0,0.9,0,7/1/2014,105 Susanne Habermehl,2/14/2014,317.9998808,4013.998692
49,10162171,1,3/19/2018 13:16,habermehls,81108,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,2532,FIRST ST,2/7/2013 0:00,82,2,0,0,17,0,4,8,3,0,12,0,4,4,3,0,3,0,5031,4404,1917,1979,0,0,  ,N,1.34,0.6,109.3499985,146.53,73.27,322681,193609,0,*LAW OFFICES HAHN & LOESER*  BP13093 CORRECT TRAV  98 -89 UPDATE KM BA 3/2 2002-98 UPDATE PM  (FPLC C/A-NOT OPERATIONAL) CAN *06 UPDATE AS CAN/CANOPY ADD CANOPY+STP=2001 PER AERIAL  FPLC A/B INC FUS* OBSOLENCE REVIEW 5/2008.......MGT *09 UPDATE AS N/C*2012'SALE N/C DESKTP RVW 3/19/2018 HABERMEHLS,3/19/2018 13:16,HabermehlS,82,Pete Mayher,0,0.5,0,3/19/2018,105 Susanne Habermehl,1/5/2018,301.9997151,3392.999891
50,10162193,1,8/4/2015 16:34,hoskissonb,81129,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,2548-50,FIRST ST,5/5/2017 9:00,82,1,0,0,17,0,4,4,5,0,9,0,4,4,3,0,3,0,2148,2148,1974,1980,0,0,  ,N,1.3,0.6,109.3499985,142.16,71.08,152680,91608,0,MULTI-TENANT OFFICE-2017'SALE-BLDG VACANT,5/5/2017 17:30,PrattM,82,Pete Mayher,0,0.5,0,8/4/2015,105 Susanne Habermehl,1/8/2015,281.9999072,2147.999905
51,10162195,1,7/23/2015 9:16,hoskissonb,81130,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,2502/2506,SECOND ST,2/16/2018 11:28,82,2,0,0,17,0,10,4,5,0,14,0,4,4,3,0,3,0,6610,6337,1974,1983,0,0,  ,N,1.1799999,0.6,109.3499985,129.03,77.42,490611,294367,0,*PALM CITY EXECUTIVE CENTER -WEST BLDG-MULTI-TENANT OFFICE/RETAIL *2018'SALE-APPROX 70% OCCP,2/11/2019 14:32,HabermehlS,82,Pete Mayher,0,0.6,0,8/20/2014,105 Susanne Habermehl,2/14/2014,240.0001054,3200.004184
52,10162195,2,7/23/2015 9:16,hoskissonb,81131,2,49,Offices - Low Rise,5,OFFICE/MEDICAL,2506,SECOND ST,2/16/2018 11:28,82,2,0,0,17,0,10,4,5,0,14,0,4,4,3,0,3,0,6610,6337,1974,1983,0,0,  ,N,1.1900001,0.6,109.3499985,130.13,78.08,494793,296876,0,*PALM CITY EXECUTIVE CENTER - EAST BLDG MULTI-TENANT OFFICE/RETAIL,2/11/2019 14:32,HabermehlS,82,Pete Mayher,0,0.6,0,8/20/2014,105 Susanne Habermehl,2/14/2014,239.9999906,3200.000506
53,10162198,1,9/30/2014 8:41,hoskissonb,81132,1,22,Multiple Residence,3,Multiples/Motels,1761,FOWLER ST,9/29/2014 9:36,82,2,20,10,17,0,4,4,5,0,14,0,4,4,3,0,2,0,8532,7333,1972,1983,0,0,  ,N,0.89,0.65,79.6100006,70.85,70.85,519543,337703,0,*CACTUS FLOWER APTS*   (10-2BR1B APTS)  **ADDED BAS FUS PTO(2) AND CAN(2) 9-23-98 CJK**  98 REVIEW PB SPLIT FUS OUT OF BAS ADD CAN +PTO UTY FIN/UTY UNF DELETE PVMT + PATIO R UTY UNF(BOTH)=STORAGE/LAUNDRY UNDER STAIR WELLS**DEC CAN PTO/FOP(2)  INC FOP(2) 12-7-98 CJK**99 REVIEW BB BR 2/20 BA 1/10 RMS 10/50 DEC CAN PTO/FOP  2001 SALE REVW BB N/C *2005-01 UPDT PM RMS 8/10* *2006 SALE PM N/C* *07 BPMT AS ADD SLAB UTY UNF/FST* CAN/FOP CAN/UOP* *09 UPDATE AS ADD CHLK-6* DESKTP RVW 7/1/2014 HABERMEHLS,2/8/2019 11:06,HabermehlS,82,Pete Mayher,0,1,0,7/1/2014,105 Susanne Habermehl,2/14/2014,329.9803939,4283.871671
54,10162199,1,5/1/2013 16:12,mccarthyk,81133,1,35,Stores - Retail,4,commercial,1773,FOWLER ST,6/19/2014 15:12,82,1,0,0,4,0,4,12,5,0,9,0,4,4,3,0,2,0,1663,1256,1900,1980,0,0,  ,N,0.88,0.6,100.6500015,88.57,79.71,100116,60070,0,*BANYAN TREE BOOKS & CAFE* 2017'SALE-INCLUDES ADJACENT PARKING LOT PARCEL-BLDG VACANT,4/2/2018 14:12,GillilandR,82,Pete Mayher,0,0.9,0,,0 Unknown or uninspected,,190.0001452,1662.001497
55,10162201,1,7/23/2015 9:17,hoskissonb,81134,1,35,Stores - Retail,4,commercial,1793,FOWLER ST,2/6/2009 0:00,102,1,0,0,4,0,4,3,5,0,9,0,4,4,3,0,3,0,3290,1967,1912,1980,0,0,  ,N,0.81,0.6,100.6500015,81.53,73.38,144338,86603,0,"8903364 SFR CONVERTED TO ANTIQUE STORE ANTIQUE TRADING HOUSE**DEC BAS FEP  INC FOP 6-22-00 CJK**  2000 REVIEW FJ CORR STRUCTURAL ELEMENTS & SUBAREAS ASSOCIATED BUSINESS MACHINES-SERVICE SHOP 2002 REVIEW PM IMP 67/01 MODEL 06/01 BR 0/2 1/1.5 BA* 06 RVW. 4BR,2BTHS PER MLS LISTING.DT*  *09 UPDATE AS PER CHARLIE W. CHANGE TO COMMERCIAL CODING DESKTP RVW 4/4/2014 HABERMEHLS",4/2/2018 14:12,GillilandR,102,Albert Serio,0,0.9,0,4/4/2014,105 Susanne Habermehl,2/14/2014,208.1961931,2010.748616
56,10162202,1,7/23/2015 9:17,hoskissonb,81135,1,56,Restaurant,4,commercial,1805,FOWLER ST,3/31/2009 0:00,102,1,0,0,5,0,4,12,5,0,12,0,4,4,3,0,3,0,2320,1263,1912,2000,0,0,  ,N,1.03,0.66,196.2200012,202.11,202.11,255265,168475,0,"*FLUTTERBY'S CAFE*    OLD TIMES ANTIQUES P/BAS HH  2000-93 UPDATE MB ADDED COMMERCIAL ELEMENTS MODEL 01/04 2003-99 UPDATE PM DRYW/B&B MODEL 04/01 *2005 REVIEW/SALE PM MAJOR REMODEL FOR 06 ROLL (REVISIT JAN 06)* *2005 PER L&B COMBINED 02300.0170, 018A & 0200 (8/05/05)* *06 BPMT AS MODEL 01/04 HIP/CONC WALLBD/NONE WAC/NONE BA 1/0 ADD THERMO & COMM.ELEMENTS DEL FOP FEP & CARD #3* *07 BPMT AS STILL WORKING ON PERMITS*OBSOLENCE REVIEW 5/2008.......MGT*08' OFFICE RV PM--DELETE CARDS #4 & #5-MOVE NOTES TO F6 *09 BPMT AS TOTALY REMODELED NEW WINDOWS+WALLS+FLOOR+ELECTRIC+INC BAS ADD PATIO-B +BLK TOP+FNC AL4 * DESKTP RVW 4/4/2014 HABERMEHLS",1/1/2019 20:03,GillilandR,102,Albert Serio,0,1,0,4/4/2014,105 Susanne Habermehl,2/14/2014,215.8748954,2321.731326
57,10162202,2,7/23/2015 9:18,hoskissonb,81136,2,35,Stores - Retail,4,commercial,1805,FOWLER ST,3/31/2009 0:00,102,1.5,0,0,5,0,4,12,5,0,12,0,4,4,3,0,3,0,3731,2427,1918,2000,0,0,  ,N,0.98,0.66,100.6500015,98.64,88.78,215469,142210,0,"*GIFT STORE*  SURVEY 19 DEL PD 92BPMT DOR01/11 TYPE01/35 LAND0100/1100 HH**9/15/99 ADD FOP,FSP/FEP** 2000-01 UPDTE MB MODEL 01/04 FSP/FEP FOP DEL CARPRTF FPLC A 2002-99 UPDT RA FHS/FUS PT OF FOP/FEP WAC *2005 SALE PM N/C - REVISIT JAN 06* *2005 PER L&B MOVED BLDG & XF FROM 02300.0170 (8/05/05)* *2006 SALE PM ASPH/MET WAC/CA BR 3/0 FEP/BAS ADD ELEC & FAD* *06 BPMT AS FUS/AOF ADD AP=EXT.WALL DAMAGE* *07 BPMT AS STILL WORKING ON PERMITS* *09 BPMT AS TOTAL REMODEL NEW WINDOWS+FLOORS+WALLS+ELECTRIC+PLUMBING* DESKTP RVW 4/4/2014 HABERMEHLS",1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.9,0,4/4/2014,105 Susanne Habermehl,2/14/2014,247.9393257,2889.786791
58,10162202,3,7/23/2015 9:18,hoskissonb,81137,3,35,Stores - Retail,4,commercial,1815,FOWLER ST,3/31/2009 11:42,102,1.5,0,0,5,0,4,12,5,0,12,0,4,4,3,0,3,0,2482,2359,1915,2000,0,0,  ,N,1.02,0.66,100.6500015,102.66,92.39,217948,143846,0,"*ICE CREAM & FUDGE FACTORY*  93SVY ASB/ASPH WAC BR5/3 CARPRT FSP/BAS DEL GAR + FPLC HH  **99-93 UPDATE BB PLAS/DRY, PINE/CPRT, ADD ELEC & FAND, DEC FHS, DEL CARPRTF** *02-98 UPDT RA FAND/FAD WAC/CA FHS/FUS INC BAS**MOVED FRO LOT 02300.0180** *07 BPMT AS STILL WORKING ON PERMITS* *09 BPMT AS ADD BAS+STP TOTAL REMODEL NEW WALLS+FLOORS+ELECTRIC+PLUMBING* DESKTP RVW 4/4/2014 HABERMEHLS",1/1/2019 20:03,GillilandR,102,Albert Serio,0,0.9,0,4/4/2014,105 Susanne Habermehl,2/14/2014,222.5864528,1978.561549
59,10162209,1,6/21/2013 15:38,mayherp,81142,1,35,Stores - Retail,4,commercial,,1788 FOWLER ST,3/5/2015 9:26,82,1,0,0,15,0,9,4,1,5,14,0,4,4,4,0,2,0,6400,6120,1972,1974,0,0,  ,N,0.73,0.6,100.6500015,73.47,18.37,112424,67454,0,"ANTIQUE MALL**9/15/99 PENDING, NEED CLARIFICATION FROM FIELD INSP** 2003-99 UPDATE PM DRYW HGT 14/17 DEL BLK TOP *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP*2013' SALE-N/C- BLDG SHARES COMMON WALL WITH ADJACENT PARCEL",4/2/2018 14:12,GillilandR,82,Pete Mayher,0,0.25,0,6/21/2013,82 Pete Mayher,1/12/2013,356.0000312,6400.00253
60,10162210,1,11/25/2013 15:50,hoskissonb,81143,1,35,Stores - Retail,4,commercial,1782,FOWLER ST,8/22/2013 14:33,82,1,0,0,15,0,9,4,1,0,14,0,4,4,4,0,2,0,10482,8256,1961,1974,0,0,  ,N,0.65,0.6,100.6500015,65.42,16.36,135068,81041,0,RCS93WW 1323890 REVIEW BLDG TRNSFD FROM CARD2 CORRECT SUBAREAS HESSLERS CARPET 99 REVIEW BB N/C 2003-98 UPDATE PM HGT 12/14 BLK TOP/PVM *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP*2013' SALE N/C-BLDG VACANT-RELOCATE 2ND FLOOR-BLDG SHARES COMMON WALL W/BLDG ON ADJACENT PARCEL DSKTP RVW 5/18/2018 PUSHPIN,5/23/2018 7:48,HoskissonB,82,Pete Mayher,0,0.25,0,5/18/2018,821 Pushpin,1/5/2018,378.0000577,7636.003002
61,10162210,2,1/26/2016 16:40,hoskissonb,81144,2,82,Warehouse - Metal/Frame,6,Warehouse/Industrial,1782,FOWLER ST,8/22/2013 14:33,82,1,0,1,25,0,10,12,7,0,3,0,1,1,1,0,2,0,3920,3560,1961,1974,0,0,  ,N,1.15,0.6,33.8600006,38.94,9.74,34674,20804,0,90 REVIEW BLDG TRNSFD FROM CARD1 HESSLERS CARPET 99 REVIEW BB N/C 2003-98 UPDATE PM HGT 14/17 FOP *08 UPDATE AS N/C* DESKTP RVW 6/21/2013 MAYHERP*2013'RV-BLDG CONNECTED TO STUCTURE ON ADJACENT PARCEL DSKTP RVW 5/18/2018 PUSHPIN,5/23/2018 7:48,HoskissonB,82,Pete Mayher,2,0.25,0,5/18/2018,821 Pushpin,1/5/2018,287.9999267,3919.994294
62,10162211,1,6/21/2013 15:45,mayherp,81145,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,,1762 FOWLER ST,3/21/2017 9:43,82,2,0,0,26,0,16,12,5,0,9,0,4,4,3,0,3,0,2341,2069,1910,1980,0,0,  ,N,1.21,0.6,109.3499985,132.31,99.23,205307,123184,0,MONA RAYS SEWING (1ST FLOOR)-SCOT SURVEYING (2ND FLOOR)--CARD#2  DUPLEX W/ 1/1 EACH SIDE-100% OCCP*2017'SALE-N/C SAME TENANTS INPLACE,3/21/2017 13:27,fwmayher,82,Pete Mayher,0,0.75,0,6/21/2013,82 Pete Mayher,1/12/2013,203.9703267,1892.00172
63,10162214,1,11/9/2015 8:29,hoskissonb,81148,1,22,Multiple Residence,3,Multiples/Motels,1732,FOWLER ST,3/9/2017 12:12,82,2,8,8,16,0,4,4,5,0,14,11,3,4,2,0,2,0,5338,5281,1925,1986,0,0,  ,N,0.75,0.68,79.6100006,59.71,59.71,315329,214424,0,(8 TOTAL UNITS) 8-1BR1B APTS *2017' MULTI-PARCEL SALE-100% OCCP,1/1/2019 20:03,GillilandR,82,Pete Mayher,0,1,0,11/9/2015,105 Susanne Habermehl,1/8/2015,259.9998206,2704.001688
64,10162216,1,3/13/2017 13:57,habermehls,81150,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,1716,FOWLER ST,2/27/2012 12:03,82,2,0,0,26,0,4,12,5,0,9,0,4,4,3,0,2,0,2419,2000,1908,1980,0,0,  ,N,1.1799999,0.6,109.3499985,129.03,96.77,193540,116124,0,CONVERTED SFR-12/2018' LISTED $295K,12/11/2018 8:03,fwmayher,82,Pete Mayher,0,0.75,0,3/13/2017,105 Susanne Habermehl,1/13/2016,278.4854026,1488.999149
65,10162218,1,5/19/2017 16:15,hoskissonb,81153,1,21,Stores/Office/Res Combination,4,commercial,2464,SECOND ST,10/7/2015 12:44,82,2,0,0,15,0,16,3,3,0,3,9,4,4,3,0,3,0,7886,5060,1910,1975,0,0,  ,Y,0.86,0.6,107.8099976,92.72,78.81,398779,239267,0,*SOTHEAST FENCE CONTRACTING-BUSINESS OWNER/PROPERTY OWNER SAME-HARRY DUNHAM-1ST FLOOR COM-2ND FL RES W/SOH*2015'SALE NO ACCESS,4/2/2018 14:12,GillilandR,82,Pete Mayher,0,0.85,0,8/4/2015,105 Susanne Habermehl,1/8/2015,249.9998488,2945.001181
66,10162223,1,4/21/2016 16:18,hoskissonb,81154,1,84,Warehouse - CB/Brick,6,Warehouse/Industrial,1811,ROYAL PALM AV,1/30/2018 8:40,82,1,0,2,15,0,9,4,1,0,3,0,4,4,3,0,3,0,6350,6324,1974,1981,0,0,  ,N,1.27,0.6,53.6899986,68.19,51.14,323409,194045,0,MILLENAIL BREWING,1/30/2018 9:19,fwmayher,82,Pete Mayher,3,0.75,0,6/21/2013,82 Pete Mayher,1/12/2013,333.9997901,6349.994323
67,10162254,1,6/23/2015 16:21,hoskissonb,81170,1,94,Rooming/Boarding House,7,Apt/Hotel/Clubs,2554/56,THIRD ST,11/7/2017 11:02,88,1,4,0,16,0,8,1,2,0,9,0,3,4,2,0,2,0,2080,1764,1905,1977,0,0,  ,N,0.63,0.6,99.75,62.84,53.41,94215,56529,0,96BPMT HH SS/WFS DELETE PD COMPLAINT MH FSP/FOP 86 REVIEW AP=BAD COND BR7  99-96UPDT MB NC** *02UPDATE CLT DEC BAS INC FOP* *03 AP REVIEW CM LEAVE AP FOP/FEP WAC* DESKTP RVW 6/13/2008 DONAHUEB**12 RVW AP KN AP 14%**,1/1/2018 13:04,GillilandR,88,John Heaphy,0,0.85,0,6/13/2008,109 Bill Donahue,1/6/2008,208.0001047,2079.997215
68,10162266,1,11/9/2015 8:29,hoskissonb,81175,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,2551,FOURTH ST,12/16/2015 11:18,82,1,0,0,26,0,4,3,5,0,9,0,4,4,3,0,2,0,1452,1302,1900,1981,0,0,  ,N,0.97,0.6,109.3499985,106.07,53.04,69058,41435,0,*2011' BLDG MOVED FROM RES TO COMM-HAS BEEN USED SOLEY AS LAW OFFICE FOR PAST 3 YEARS *2015'SALE N/C-VACANT,2/11/2019 14:34,HabermehlS,82,Pete Mayher,0,0.5,0,11/9/2015,105 Susanne Habermehl,1/8/2015,174.0000815,1451.998488
